Price,Location,Beds,Baths,Size,Units,Phone,Image_URL,Home_URL
$955/mo,"418 Whitney Ave, Pittsburgh, PA 15221",0 beds,1 bath,—,Somewhat walkable,(412) 242-0273,https://ssl.cdn-redfin.com/photo/rent/edc6f011-db13-48ce-a22d-2cda918575be/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/418-Whitney-Ave-15221/apartment/74517456
"$1,395/mo","201 Stanwix St, Pittsburgh, PA 15222",2 beds,2 baths,—,Pets welcome,(888) 397-7352,https://ssl.cdn-redfin.com/photo/rent/bce001ad-f8c8-4eed-b780-b7a0c1d6e2f3/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/201-Stanwix-St-15222/apartment/74533404
"$1,000/mo","320 Fort Duquesne Blvd Unit 18N, Pittsburgh, PA 15222",1 bed,1 bath,"1,033",Laundry in unit,N/A,https://ssl.cdn-redfin.com/photo/rent/12c897bc-151a-4f0c-b82b-49ffbe13c8ea/islphoto/genIsl.4_7.jpg,https://www.redfin.com/PA/Pittsburgh/320-Fort-Duquesne-Blvd-15222/unit-18N/home/74533453
"$1,650/mo","1227 Crucible St, Pittsburgh, PA 15220",3 beds,1 bath,"1,872",Parking,(412) 500-9350,https://ssl.cdn-redfin.com/photo/rent/4a92c14f-9f40-4a30-9631-35e88cb7ea69/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1227-Crucible-St-15220/home/74535469
"$1,200/mo","1020 Uvilla St, Pittsburgh, PA 15220",2 beds,1 bath,"1,000",Car-dependent,(724) 505-2673,https://ssl.cdn-redfin.com/photo/rent/0aa3a0f9-c5d7-4481-8b9b-d1d07eb86fe4/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1020-Uvilla-St-15220/home/74535520
"$1,595/mo","816 Chartiers Ave, Pittsburgh, PA 15220",2 beds,1.5 baths,"1,606",Pets welcome,(724) 733-7100,https://ssl.cdn-redfin.com/photo/rent/ebafc780-3b87-42b4-b422-17d6e324b353/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/816-Chartiers-Ave-15220/home/74535707
"$1,695/mo","610 Center St, Pittsburgh, PA 15221",5 beds,1 bath,"2,253",Pets welcome,(724) 933-6300,https://ssl.cdn-redfin.com/photo/rent/093b0507-24fb-47cf-9ee4-c683998ccdf2/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/610-Center-St-15221/home/74517029
"$1,225/mo","189 Wible Run Rd, Pittsburgh, PA 15209",2 beds,1 bath,—,Car-dependent,(412) 821-3355,https://ssl.cdn-redfin.com/photo/rent/ae848da1-ed3f-4faa-b337-dcf5cee2bf0e/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/189-Wible-Run-Rd-15209/home/74539802
"$2,650/mo","151 Fort Pitt Blvd #902, Pittsburgh, PA 15222",1 bed,1.5 baths,"1,107",Parking,(412) 363-4000,https://ssl.cdn-redfin.com/photo/rent/b3a39e56-56f8-4947-ae76-7022519aec16/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/151-Fort-Pitt-Blvd-15222/unit-902/home/74445186
"$1,500/mo","8612 Oakcrest Rd, Pittsburgh, PA 15235",2 beds,2 baths,—,Dishwasher,(717) 707-7079,https://ssl.cdn-redfin.com/photo/rent/00acc182-aa84-498d-8fa4-674cef4aab06/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/8612-Oakcrest-Rd-15235/home/74543453
"$1,600/mo","1922 Remington Dr, Pittsburgh, PA 15221",3 beds,1.5 baths,"1,605",Pets welcome,(412) 366-1600,https://ssl.cdn-redfin.com/photo/rent/e257e5f7-6bb3-427c-a310-cf98175c556d/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/1922-Remington-Dr-15221/home/74544538
"$1,000/mo","1711 Montier St, Pittsburgh, PA 15221",2 beds,1 bath,—,Car-dependent,(412) 533-3358,https://ssl.cdn-redfin.com/photo/rent/6b99b9c0-785b-4d41-997b-dd2781d59271/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1711-Montier-St-15221/home/74545081
$915/mo,"1208 Center St, Pittsburgh, PA 15221",2 beds,1 bath,900,Very walkable,(412) 819-5966,https://ssl.cdn-redfin.com/photo/rent/2ddac167-6ee9-44d3-aa80-b95ed029ceb9/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1208-Center-St-15221/home/74545147
$690/mo,"Flats on Penn | 7500 Penn Ave, Pittsburgh, PA 15208",0 beds,1 bath,—,Available 01/01,(412) 910-7274,https://ssl.cdn-redfin.com/photo/rent/f15cf2ca-32bd-4765-a4b8-1f65e76f87fa/islphoto/genIsl.0_4.jpg,https://www.redfin.com/PA/Pittsburgh/Flats-on-Penn/apartment/74515737
"$1,500/mo","1366 Woodlawn Ave, Pittsburgh, PA 15221",4 beds,1 bath,"1,314",Car-dependent,(412) 533-3358,https://ssl.cdn-redfin.com/photo/rent/628235c1-6a37-4e78-ba42-d3a7ec834d81/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1366-Woodlawn-Ave-15221/home/74546052
"$1,250/mo","1231 Morrow St, Pittsburgh, PA 15221",3 beds,1 bath,"1,260",Somewhat walkable,(412) 593-6764,https://ssl.cdn-redfin.com/photo/rent/944020ca-5e02-46ca-b66f-daee0576a409/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1231-Morrow-St-15221/home/74546152
"$1,400/mo","1114 Jane St, Pittsburgh, PA 15221",4 beds,1 bath,—,Somewhat walkable,(412) 519-0972,https://ssl.cdn-redfin.com/photo/rent/a30a6cb5-a7e5-448c-b2c3-6e3cddda7be9/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1114-Jane-St-15221/home/74546271
"$1,395/mo","1372 Traymore Ave, Pittsburgh, PA 15221",3 beds,1 bath,"1,288",Laundry in unit,(412) 419-3980,https://ssl.cdn-redfin.com/photo/rent/9987e23f-c09b-4633-8d48-aded6ab636e3/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1372-Traymore-Ave-15221/home/74546572
"$1,595/mo","2248 Lehigh St, Pittsburgh, PA 15218",4 beds,2 baths,"1,318",Laundry in unit,(412) 407-2305,https://ssl.cdn-redfin.com/photo/rent/b96a9f04-2928-4009-87ff-d50269692de4/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/2248-Lehigh-St-15218/home/74546952
$995/mo,"7903 Lloyd Ave, Pittsburgh, PA 15218",2 beds,1 bath,"1,280",Somewhat walkable,(724) 744-1777,https://ssl.cdn-redfin.com/photo/rent/6914fc80-340a-4a16-aa30-a28e6d51aaee/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/7903-Lloyd-Ave-15218/home/74547651
"$1,400/mo","2439 S Braddock Ave, Pittsburgh, PA 15218",3 beds,1 bath,"1,608",Somewhat walkable,(412) 339-0655,https://ssl.cdn-redfin.com/photo/rent/8e852ee4-f4df-4af4-b400-150648047454/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/2439-S-Braddock-Ave-15218/home/74548412
"$1,895/mo","1500 Boyle St, Pittsburgh, PA 15212",3 beds,2 baths,"1,958",Very walkable,(412) 904-1083,https://ssl.cdn-redfin.com/photo/rent/9b2b2343-2b8c-48bc-afa4-4c1d22c2770b/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1500-Boyle-St-15212/home/74551746
"$1,400/mo","1430 Boyle St, Pittsburgh, PA 15212",1 bed,1 bath,—,A/C,(412) 665-0500,https://ssl.cdn-redfin.com/photo/rent/11dd923a-a25d-44ca-82d8-30f82fd1874d/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/1430-Boyle-St-15212/home/74551749
"$1,495/mo","112 W North Ave, Pittsburgh, PA 15212",2 beds,1 bath,—,Walker's paradise,(412) 426-9181,https://ssl.cdn-redfin.com/photo/rent/15adca57-a827-4674-b6df-bee3aae1a6bd/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/112-W-North-Ave-15212/home/74552185
"$2,900/mo","107 Sampsonia Way, Pittsburgh, PA 15212",3 beds,2 baths,"2,300",Dogs welcome,(412) 983-8786,https://ssl.cdn-redfin.com/photo/rent/c8031771-dd91-4f67-8294-d0c4cc096bec/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/107-Sampsonia-Way-15212/home/74552223
"$1,700/mo","1401 Arch St, Pittsburgh, PA 15212",2 beds,1 bath,"1,050",A/C,(724) 485-9037,https://ssl.cdn-redfin.com/photo/rent/f31ff126-96ba-41f7-9695-3bd7a37bfaa3/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1401-Arch-St-15212/home/74552272
$725/mo,"1309 Wood St, Pittsburgh, PA 15221",1 bed,1 bath,—,Very walkable,(412) 419-3980,https://ssl.cdn-redfin.com/photo/rent/f173451f-3e8c-4de4-a0c1-e292c5ad1369/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1309-Wood-St-15221/apartment/74515648
$895/mo,"714 Cedar Ave, Pittsburgh, PA 15212",1 bed,1 bath,400,Walker's paradise,(412) 321-1613,https://ssl.cdn-redfin.com/photo/rent/2d16a52b-1f9f-4b91-bab6-b990570331d0/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/714-Cedar-Ave-15212/apartment/74552727
"$1,375/mo","1264 Grove Rd, Pittsburgh, PA 15234",3 beds,1 bath,—,Pets welcome,(412) 916-6997,https://ssl.cdn-redfin.com/photo/rent/a7435e75-4a4d-4f54-91ce-e2369ffc86db/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1264-Grove-Rd-15234/home/74555738
"$1,495/mo","920 Yetta Ave, Pittsburgh, PA 15212",2 beds,2.5 baths,"1,196",Laundry in unit,(724) 933-6300,https://ssl.cdn-redfin.com/photo/rent/44c0a126-64e5-400c-8e87-1c5693572e6a/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/920-Yetta-Ave-15212/home/74556601
$800/mo,"1525 Lowrie St, Pittsburgh, PA 15212",1 bed,1 bath,845,Very walkable,(412) 339-0655,https://ssl.cdn-redfin.com/photo/rent/a93f225d-fcd8-425e-b4c8-2756c9e5d7dc/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1525-Lowrie-St-15212/home/74557240
"$1,820/mo","1027 Salter Way, Pittsburgh, PA 15212",2 beds,1 bath,—,Very walkable,(724) 348-9300,https://ssl.cdn-redfin.com/photo/rent/f974a267-1a59-4db5-a590-f2e61cae805d/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1027-Salter-Way-15212/home/74557584
$725/mo,"3995 Canal St, Pittsburgh, PA 15234",1 bed,1 bath,1,Very walkable,(412) 563-4665,https://ssl.cdn-redfin.com/photo/rent/16d0bb24-3c10-4831-b41b-052d28391046/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/3995-Canal-St-15234/apartment/74558061
"$2,800/mo","720 Rockwood Ave, Pittsburgh, PA 15234",2 beds,1 bath,951,Pets welcome,(724) 933-6300,https://ssl.cdn-redfin.com/photo/rent/960688fc-3bf9-4c01-8930-d97ef2ba2534/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/720-Rockwood-Ave-15234/home/74558821
"$3,650/mo","628 Arbor Ct, Pittsburgh, PA 15238",3 beds,3 baths,—,Pets welcome,(724) 934-3400,https://ssl.cdn-redfin.com/photo/rent/820a64b8-51f1-406e-afbf-c6d4fde1383b/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/628-Arbor-Ct-15238/home/74443639
"$2,500/mo","911 Highview St, Pittsburgh, PA 15206",3 beds,1.5 baths,"1,275",Pets welcome,(724) 933-6300,https://ssl.cdn-redfin.com/photo/rent/a99eae69-98ae-4d6d-a2c6-9ec36252bb4c/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/911-Highview-St-15206/home/73533769
"$1,700/mo","7315 Hermitage St, Pittsburgh, PA 15208",5 beds,1 bath,"1,880",Somewhat walkable,(412) 819-5966,https://ssl.cdn-redfin.com/photo/rent/5a1c1c56-3ed1-44f8-ab10-16a9cf7cb8c6/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/7315-Hermitage-St-15208/home/74514475
"$1,350/mo","1419 Oakdene St, Pittsburgh, PA 15206",3 beds,1 bath,"1,026",Pets welcome,(412) 569-8073,https://ssl.cdn-redfin.com/photo/rent/6c7e1a51-5a67-45e7-8b5b-38cbc05d191f/islphoto/genIsl.0_6.jpg,https://www.redfin.com/PA/Pittsburgh/1419-Oakdene-St-15206/home/74514176
"$1,150/mo","115 Delafield Rd, Pittsburgh, PA 15215",1 bed,1 bath,—,Very walkable,(412) 364-3344,https://ssl.cdn-redfin.com/photo/rent/dd8aa849-c8ed-4461-9864-3e4d8814df18/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/115-Delafield-Rd-15215/apartment/74512670
"$1,990/mo","113 Banksville Pl, Pittsburgh, PA 15220",2 beds,1.5 baths,"1,700",Car-dependent,(412) 444-4400,https://ssl.cdn-redfin.com/photo/rent/f3a70b1b-25f5-425f-9fc9-4f4106d001b9/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/113-Banksville-Pl-15220/home/74436614
$995/mo,"5420 Stanton Ave, Pittsburgh, PA 15206",1 bed,1 bath,—,Car-dependent,(412) 426-9181,https://ssl.cdn-redfin.com/photo/rent/296bd1df-fb5d-47d2-b02f-7f15a063f93f/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/5420-Stanton-Ave-15206/apartment/73533469
"$1,800/mo","133 Gerard Dr, Pittsburgh, PA 15209",3 beds,2 baths,—,A/C,(412) 638-4222,https://ssl.cdn-redfin.com/photo/rent/576d010a-6478-4cdd-bdba-efddffc1ff01/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/133-Gerard-Dr-15209/home/73501202
"$1,250/mo","2023 Spring St, Pittsburgh, PA 15210",2 beds,1 bath,"1,000",Somewhat walkable,(724) 884-6076,https://ssl.cdn-redfin.com/photo/rent/019d0447-04c5-4887-806c-09dd79c80f38/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/2023-Spring-St-15210/home/73495590
"$2,925/mo","103 S 16th St, Pittsburgh, PA 15203",3 beds,3.5 baths,"3,000",Pets welcome,(724) 933-6300,https://ssl.cdn-redfin.com/photo/rent/d3982a9b-7ee5-4da9-b3a2-f13b591cd8bc/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/103-S-16th-St-15203/home/73494516
"$1,595/mo","1363 Fallowfield Ave, Pittsburgh, PA 15216",3 beds,1 bath,—,Somewhat walkable,(412) 407-2305,https://ssl.cdn-redfin.com/photo/rent/65fb0060-52f2-4bf1-8b69-0e5b268dfaef/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1363-Fallowfield-Ave-15216/home/74512445
"$1,650/mo","96 Kittanning Pike, Pittsburgh, PA 15215",3 beds,1 bath,"2,320",Pets welcome,(888) 659-9596,https://ssl.cdn-redfin.com/photo/rent/a2f11614-a9f1-44d1-b15b-49262b45aa1b/islphoto/genIsl.0_6.jpg,https://www.redfin.com/PA/Pittsburgh/96-Kittanning-Pike-15215/home/74510630
$800/mo,"599 Highland Pl, Pittsburgh, PA 15202",1 bed,1 bath,550,Car-dependent,(999) 999-9999,https://ssl.cdn-redfin.com/photo/rent/5e9fd679-a114-40f0-984f-88da51564c47/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/599-Highland-Pl-15202/apartment/73590350
"$4,800/mo","144 Villa Dr, Pittsburgh, PA 15214",3 beds,3.5 baths,"2,175",Laundry in unit,(412) 213-8808,https://ssl.cdn-redfin.com/photo/rent/4f418fb6-01a7-4acd-9a16-71be155c2a53/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/144-Villa-Dr-15214/home/74506851
"$2,850/mo","146 Villa Dr, Pittsburgh, PA 15214",3 beds,3.5 baths,"2,175",Laundry in unit,(412) 213-8808,https://ssl.cdn-redfin.com/photo/rent/839e059c-2bde-431e-ae0c-2a5f973c7468/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/146-Villa-Dr-15214/home/74506850
"$1,200/mo","185 Howard St, Pittsburgh, PA 15235",2 beds,1 bath,—,Car-dependent,(724) 864-5916,https://ssl.cdn-redfin.com/photo/rent/71706ee8-40d3-4009-bc0c-d387be186c13/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/185-Howard-St-15235/home/73590225
"$1,300/mo","5320 Natrona Way, Pittsburgh, PA 15201",2 beds,1 bath,840,Pets welcome,(888) 659-9596,https://ssl.cdn-redfin.com/photo/rent/95063ac0-6227-40df-8f9f-66cde53c2bf6/islphoto/genIsl.0_16.jpg,https://www.redfin.com/PA/Pittsburgh/5320-Natrona-Way-15201/home/73533092
"$1,850/mo","10 Penn Dr, Pittsburgh, PA 15214",3 beds,2 baths,"1,200",Laundry in unit,(724) 612-3761,https://ssl.cdn-redfin.com/photo/rent/f8d31f9b-d925-461a-9bd1-eef86ba9ebe1/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/10-Penn-Dr-15214/home/74506531
$775/mo,"Brier Cliff Apartments | 334 Bascom Ave, Pittsburgh, PA 15214",1 bed,1 bath,650,Available 10/31,(412) 364-1146,https://ssl.cdn-redfin.com/photo/rent/4398ba31-99d1-46e3-9875-045a93ca1554/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/Brier-Cliff-Apartments/apartment/74505878
"$1,275/mo","26 Merritt Ave, Pittsburgh, PA 15227",2 beds,1 bath,800,Somewhat walkable,(412) 819-5966,https://ssl.cdn-redfin.com/photo/rent/1c044ce9-a1fc-4162-bffc-c166947e1aff/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/26-Merritt-Ave-15227/home/73590034
"$1,995/mo","4415 Lucerne Ave, Pittsburgh, PA 15214",4 beds,2 baths,"1,947",Pets welcome,(888) 659-9596,https://ssl.cdn-redfin.com/photo/rent/fd8bbf9a-078b-44e4-813e-93929fffda56/islphoto/genIsl.0_5.jpg,https://www.redfin.com/PA/Pittsburgh/4415-Lucerne-Ave-15214/home/74505839
"$1,395/mo","39 S Howard Ave, Pittsburgh, PA 15202",3 beds,1 bath,"1,900",Very walkable,(412) 631-3100,https://ssl.cdn-redfin.com/photo/rent/5a380f5f-6c30-437f-bff8-801d8f0a4759/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/39-S-Howard-Ave-15202/home/74505377
"$2,100/mo","1502 Kenberma Ave, Pittsburgh, PA 15216",5 beds,2.5 baths,"2,300",A/C,(412) 203-9159,https://ssl.cdn-redfin.com/photo/rent/076c7a63-7e4f-44ac-a26f-8a4636b3d825/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1502-Kenberma-Ave-15216/home/73589134
"$1,200/mo","3117 Wadlow St, Pittsburgh, PA 15212",3 beds,1 bath,"1,200",Somewhat walkable,(412) 330-9755,https://ssl.cdn-redfin.com/photo/rent/ab6cce43-9bc7-4385-aa80-8733e1cc4b09/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/3117-Wadlow-St-15212/home/73532973
$850/mo,"225 S Saint Clair St, Pittsburgh, PA 15206",1 bed,1 bath,—,Walker's paradise,(412) 665-0500,https://ssl.cdn-redfin.com/photo/rent/c69bb339-9868-41b6-a22f-91186810cf28/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/225-S-Saint-Clair-St-15206/apartment/73509642
$850/mo,"5 E Orchard Ave, Pittsburgh, PA 15202",1 bed,1 bath,600,Laundry in unit,(412) 567-8345,https://ssl.cdn-redfin.com/photo/rent/cf686849-be13-42b6-b6a6-f2e83536586b/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/5-E-Orchard-Ave-15202/apartment/74504857
"$2,300/mo","151 Fort Pitt Blvd #805, Pittsburgh, PA 15222",1 bed,1.5 baths,889,Pets welcome,(412) 741-2200,https://ssl.cdn-redfin.com/photo/rent/989ef8d4-8dac-4f9b-b422-306af2292d43/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/151-Fort-Pitt-Blvd-15222/unit-805/home/73588475
"$4,500/mo","713 Clinton Pl, Pittsburgh, PA 15202",4 beds,2 baths,"1,760",Pets welcome,(412) 366-1600,https://ssl.cdn-redfin.com/photo/rent/dd85e4af-52da-4f28-9715-d490a11098a0/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/713-Clinton-Pl-15202/home/74504739
"$1,395/mo","514 Dawson Ave, Pittsburgh, PA 15202",3 beds,1 bath,—,Very walkable,(412) 520-8090,https://ssl.cdn-redfin.com/photo/rent/984aba2d-e8bf-40f6-8fd4-6b3da8746578/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/514-Dawson-Ave-15202/home/74504729
"$1,800/mo","306 4th Ave #904, Pittsburgh, PA 15222",2 beds,2.5 baths,"1,100",A/C,(412) 290-9671,https://ssl.cdn-redfin.com/photo/rent/dac357cc-cdb5-42f8-8605-7280996d8e0e/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/306-4th-Ave-15222/unit-904/home/73588215
"$1,125/mo","4709 Corday Way, Pittsburgh, PA 15224",1 bed,1 bath,—,Walker's paradise,(412) 520-8090,https://ssl.cdn-redfin.com/photo/rent/64e79024-acd3-4cbc-a9c8-a4ed8c112469/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/4709-Corday-Way-15224/home/73530037
